flight_id,date,carrier,flight_number,tail_number,origin,dest,sched_dep_local,delay_probability,risk_band,predicted_delayed_15,top_reason,reason_details,recommended_action,actual_delayed_15,actual_dep_delay_min,actual_delay_cause
2015-01-07_WN275,2015-01-07,WN,275,N420WN,DEN,LAX,14:15,0.5246,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Inbound Missing (0.15); Destination/network pattern: LAX (0.13),Review carrier-controlled turnaround tasks and crew readiness.,1.0,18.0,none
2015-01-11_WN940,2015-01-11,WN,940,N7814B,DEN,ABQ,15:20,0.5246,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.33); Late inbound aircraft cascade (0.31),Review carrier-controlled turnaround tasks and crew readiness.,0.0,4.0,none
2015-01-06_EV4546,2015-01-06,EV,4546,N11121,ORD,RIC,16:23,0.5245,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29); Congested departure bank (0.18),Review carrier-controlled turnaround tasks and crew readiness.,0.0,-1.0,none
2015-01-11_OO6259,2015-01-11,OO,6259,N792SK,DEN,COS,22:08,0.5244,elevated,1,Congested departure bank,Congested departure bank (0.59); Carrier operating pattern: OO (0.45); Late inbound aircraft cascade (0.22),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",0.0,-1.0,nas
2015-01-05_EV5978,2015-01-05,EV,5978,N12157,ORD,IND,09:15,0.5244,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29); Day Of Week (0.17),Review carrier-controlled turnaround tasks and crew readiness.,1.0,67.0,carrier
2015-01-09_EV6102,2015-01-09,EV,6102,N13132,DEN,IAH,22:00,0.5243,elevated,1,Congested departure bank,Congested departure bank (0.59); Carrier operating pattern: EV (0.34); Weather pressure at origin (0.19),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",1.0,16.0,late_aircraft
2015-01-08_EV6052,2015-01-08,EV,6052,N13958,ORD,ATW,09:45,0.5243,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29); Destination/network pattern: ATW (0.19),Review carrier-controlled turnaround tasks and crew readiness.,1.0,25.0,carrier
2015-01-09_OO5344,2015-01-09,OO,5344,N938SW,ORD,DLH,21:11,0.5242,elevated,1,Congested departure bank,Congested departure bank (0.52); Carrier operating pattern: OO (0.45); Origin airport pattern: ORD (0.29),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",0.0,8.0,none
2015-01-09_AA2216,2015-01-09,AA,2216,N3LRAA,ORD,LAX,12:55,0.5241,elevated,1,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Late inbound aircraft cascade (0.26); Longer sector exposure (0.21),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",0.0,2.0,none
2015-01-07_WN2265,2015-01-07,WN,2265,N452WN,DEN,EWR,14:30,0.5241,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Longer sector exposure (0.18); Inbound Missing (0.15),Review carrier-controlled turnaround tasks and crew readiness.,1.0,50.0,carrier
2015-01-11_EV5950,2015-01-11,EV,5950,N23139,ORD,XNA,17:19,0.5241,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.25),Review carrier-controlled turnaround tasks and crew readiness.,,,nas
2015-01-05_UA1665,2015-01-05,UA,1665,,ORD,LAX,08:13,0.5241,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Longer sector exposure (0.21),Review carrier-controlled turnaround tasks and crew readiness.,,,carrier
2015-01-05_OO6514,2015-01-05,OO,6514,N794SK,DEN,ASE,19:50,0.5238,elevated,1,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Congested departure bank (0.38); Weather pressure at origin (0.35),Review carrier-controlled turnaround tasks and crew readiness.,1.0,40.0,late_aircraft
2015-01-05_UA1751,2015-01-05,UA,1751,N66814,ORD,MCO,10:53,0.5238,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Day Of Week (0.17),Review carrier-controlled turnaround tasks and crew readiness.,0.0,6.0,none
2015-01-06_UA1076,2015-01-06,UA,1076,N37471,ORD,FLL,13:13,0.5237,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.13),Review carrier-controlled turnaround tasks and crew readiness.,1.0,22.0,none
2015-01-09_UA1202,2015-01-09,UA,1202,N38443,ORD,IAH,09:50,0.5236,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Inbound Missing (0.15),Review carrier-controlled turnaround tasks and crew readiness.,1.0,67.0,carrier
2015-01-07_NK209,2015-01-07,NK,209,N614NK,ORD,OAK,15:50,0.5235,elevated,1,Late inbound aircraft cascade,Late inbound aircraft cascade (0.34); Origin airport pattern: ORD (0.29); Carrier operating pattern: NK (0.23),"Check inbound aircraft status, protect the turn, and consider an aircraft swap if the delay grows.",0.0,8.0,none
2015-01-09_WN1837,2015-01-09,WN,1837,N7707C,DEN,RNO,14:25,0.5235,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Destination/network pattern: RNO (0.39); Weather pressure at origin (0.26),Review carrier-controlled turnaround tasks and crew readiness.,1.0,27.0,none
2015-01-06_UA1078,2015-01-06,UA,1078,N26215,DEN,IAH,17:58,0.5232,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Congested departure bank (0.24); Weather pressure at origin (0.24),Review carrier-controlled turnaround tasks and crew readiness.,1.0,32.0,carrier
2015-01-06_AA197,2015-01-06,AA,197,N3FVAA,ORD,SFO,13:55,0.5232,elevated,1,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Longer sector exposure (0.23); Inbound Missing (0.15),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",0.0,14.0,none
2015-01-05_OO5417,2015-01-05,OO,5417,N913SW,DEN,HYS,11:10,0.5232,elevated,1,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Day Of Week (0.17); Destination/network pattern: HYS (0.17),Review carrier-controlled turnaround tasks and crew readiness.,0.0,10.0,none
2015-01-08_UA894,2015-01-08,UA,894,N805UA,DEN,DFW,17:29,0.5231,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Late inbound aircraft cascade (0.45); Congested departure bank (0.24),Review carrier-controlled turnaround tasks and crew readiness.,0.0,-7.0,none
2015-01-06_NK893,2015-01-06,NK,893,N504NK,ORD,DFW,09:15,0.5229,elevated,1,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Carrier operating pattern: NK (0.23); Inbound Missing (0.15),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",1.0,30.0,nas
2015-01-10_EV6165,2015-01-10,EV,6165,N22909,ORD,MCI,18:10,0.5229,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Congested departure bank (0.31); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,1.0,36.0,late_aircraft
2015-01-06_UA1688,2015-01-06,UA,1688,N69824,ORD,SJU,08:25,0.5229,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Destination/network pattern: SJU (0.35); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,0.0,0.0,none
2015-01-08_EV5985,2015-01-08,EV,5985,N21537,ORD,CID,12:00,0.5226,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Late inbound aircraft cascade (0.29); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,0.0,-2.0,none
2015-01-05_OO5301,2015-01-05,OO,5301,N962SW,DEN,MKE,09:55,0.5226,elevated,1,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Day Of Week (0.17); Weather pressure at origin (0.17),Review carrier-controlled turnaround tasks and crew readiness.,1.0,75.0,late_aircraft
2015-01-05_OO5167,2015-01-05,OO,5167,N744SK,DEN,MSN,16:00,0.5225,elevated,1,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Weather pressure at origin (0.34); Congested departure bank (0.18),Review carrier-controlled turnaround tasks and crew readiness.,1.0,46.0,late_aircraft
2015-01-06_WN4541,2015-01-06,WN,4541,N740SW,DEN,LAX,16:45,0.5224,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.33); Congested departure bank (0.18),Review carrier-controlled turnaround tasks and crew readiness.,1.0,213.0,late_aircraft
2015-01-11_UA112,2015-01-11,UA,112,N75854,DEN,SFO,19:08,0.5223,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Weather pressure at origin (0.39); Congested departure bank (0.38),Review carrier-controlled turnaround tasks and crew readiness.,1.0,24.0,none
2015-01-09_AA985,2015-01-09,AA,985,N3ESAA,ORD,MIA,14:50,0.5222,elevated,1,Late inbound aircraft cascade,Late inbound aircraft cascade (0.31); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.20),"Check inbound aircraft status, protect the turn, and consider an aircraft swap if the delay grows.",1.0,30.0,late_aircraft
2015-01-08_OO5447,2015-01-08,OO,5447,N986SW,ORD,MKE,09:05,0.5221,elevated,1,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.17),Review carrier-controlled turnaround tasks and crew readiness.,1.0,40.0,weather
2015-01-09_AA1009,2015-01-09,AA,1009,N3DRAA,ORD,LAX,20:25,0.5221,elevated,1,Congested departure bank,Congested departure bank (0.45); Origin airport pattern: ORD (0.29); Longer sector exposure (0.21),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",1.0,22.0,none
2015-01-11_AA1459,2015-01-11,AA,1459,N3DLAA,ORD,SFO,18:15,0.522,elevated,1,Congested departure bank,Congested departure bank (0.31); Origin airport pattern: ORD (0.29); Late inbound aircraft cascade (0.23),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",1.0,16.0,none
2015-01-07_AA151,2015-01-07,AA,151,N3FYAA,ORD,DEN,15:55,0.522,elevated,1,Destination/network pattern: DEN,Destination/network pattern: DEN (0.34); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.17),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,15.0,none
2015-01-09_EV4349,2015-01-09,EV,4349,N12157,ORD,ICT,12:04,0.5218,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.21),Review carrier-controlled turnaround tasks and crew readiness.,0.0,6.0,none
2015-01-06_WN345,2015-01-06,WN,345,N950WN,DEN,OMA,16:10,0.5218,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.33); Destination/network pattern: OMA (0.22),Review carrier-controlled turnaround tasks and crew readiness.,0.0,12.0,none
2015-01-08_WN3054,2015-01-08,WN,3054,N489WN,DEN,IND,19:25,0.5218,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Congested departure bank (0.38); Inbound Missing (0.15),Review carrier-controlled turnaround tasks and crew readiness.,0.0,3.0,none
2015-01-10_UA709,2015-01-10,UA,709,N543UA,ORD,SAN,08:05,0.5218,elevated,1,Late inbound aircraft cascade,Late inbound aircraft cascade (0.88); Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29),"Check inbound aircraft status, protect the turn, and consider an aircraft swap if the delay grows.",1.0,143.0,nas
2015-01-10_MQ3027,2015-01-10,MQ,3027,N635MQ,ORD,MSN,07:35,0.5217,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Origin airport pattern: ORD (0.29); Late inbound aircraft cascade (0.13),Review carrier-controlled turnaround tasks and crew readiness.,1.0,50.0,weather
2015-01-05_UA1607,2015-01-05,UA,1607,N68805,DEN,PHL,10:03,0.5217,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Day Of Week (0.17); Longer sector exposure (0.17),Review carrier-controlled turnaround tasks and crew readiness.,0.0,8.0,none
2015-01-06_UA1581,2015-01-06,UA,1581,N54711,ORD,CLE,13:18,0.5216,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Inbound Missing (0.15),Review carrier-controlled turnaround tasks and crew readiness.,1.0,16.0,none
2015-01-07_EV6156,2015-01-07,EV,6156,N17196,DEN,MSN,15:10,0.5215,elevated,1,Late inbound aircraft cascade,Late inbound aircraft cascade (0.71); Carrier operating pattern: EV (0.34); Congested departure bank (0.11),"Check inbound aircraft status, protect the turn, and consider an aircraft swap if the delay grows.",1.0,150.0,late_aircraft
2015-01-06_UA1220,2015-01-06,UA,1220,N66803,DEN,SEA,12:14,0.5215,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Destination/network pattern: SEA (0.48); Weather pressure at origin (0.26),Review carrier-controlled turnaround tasks and crew readiness.,1.0,17.0,carrier
2015-01-09_AA1080,2015-01-09,AA,1080,N016AA,ORD,EGE,11:45,0.5214,elevated,1,Destination/network pattern: EGE,Destination/network pattern: EGE (0.52); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.16),Review the flight with the duty controller and prepare a targeted recovery option.,0.0,-4.0,none
2015-01-05_F91064,2015-01-05,F9,1064,N202FR,ORD,MCO,16:10,0.5214,elevated,1,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Congested departure bank (0.18); Day Of Week (0.17),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",0.0,-4.0,none
2015-01-09_OO5573,2015-01-09,OO,5573,N969SW,ORD,LIT,08:11,0.5214,elevated,1,Destination/network pattern: LIT,Destination/network pattern: LIT (0.72); Carrier operating pattern: OO (0.45); Origin airport pattern: ORD (0.29),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,20.0,none
2015-01-06_AA2335,2015-01-06,AA,2335,N4XTAA,ORD,DFW,14:38,0.5213,elevated,1,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Weather pressure at origin (0.15); Weather pressure at origin (0.15),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",0.0,5.0,none
2015-01-11_OO5413,2015-01-11,OO,5413,N938SW,ORD,MKE,14:19,0.5212,elevated,1,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.15),Review carrier-controlled turnaround tasks and crew readiness.,0.0,-3.0,none
2015-01-11_UA786,2015-01-11,UA,786,N801UA,ORD,ATL,11:21,0.5211,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.16),Review carrier-controlled turnaround tasks and crew readiness.,0.0,-7.0,none
2015-01-06_WN184,2015-01-06,WN,184,N8603F,DEN,FLL,18:00,0.5211,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Congested departure bank (0.31); Weather pressure at origin (0.25),Review carrier-controlled turnaround tasks and crew readiness.,1.0,99.0,late_aircraft
2015-01-05_EV4578,2015-01-05,EV,4578,N11119,DEN,CLE,18:40,0.521,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Congested departure bank (0.31); Weather pressure at origin (0.27),Review carrier-controlled turnaround tasks and crew readiness.,1.0,48.0,late_aircraft
2015-01-05_OO6224,2015-01-05,OO,6224,N707SK,DEN,DFW,13:00,0.5209,elevated,1,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Day Of Week (0.17); Weather pressure at origin (0.17),Review carrier-controlled turnaround tasks and crew readiness.,1.0,114.0,late_aircraft
2015-01-06_UA295,2015-01-06,UA,295,N408UA,DEN,RNO,11:12,0.5208,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Destination/network pattern: RNO (0.39); Weather pressure at origin (0.23),Review carrier-controlled turnaround tasks and crew readiness.,0.0,14.0,none
2015-01-10_UA506,2015-01-10,UA,506,N846UA,DEN,AUS,09:55,0.5207,elevated,1,Late inbound aircraft cascade,Late inbound aircraft cascade (1.04); Carrier operating pattern: UA (0.52); Weather pressure at origin (0.18),"Check inbound aircraft status, protect the turn, and consider an aircraft swap if the delay grows.",0.0,-1.0,none
2015-01-08_F9712,2015-01-08,F9,712,N905FR,DEN,RSW,23:55,0.5207,elevated,1,Congested departure bank,Congested departure bank (0.65); Weather pressure at origin (0.58); Longer sector exposure (0.18),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",0.0,-1.0,nas
2015-01-07_UA1642,2015-01-07,UA,1642,N75861,DEN,IAH,11:30,0.5204,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Weather pressure at origin (0.34); Weather pressure at origin (0.17),Review carrier-controlled turnaround tasks and crew readiness.,1.0,69.0,late_aircraft
2015-01-07_WN1823,2015-01-07,WN,1823,N795SW,DEN,EWR,18:20,0.5204,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Congested departure bank (0.31); Longer sector exposure (0.18),Review carrier-controlled turnaround tasks and crew readiness.,1.0,29.0,late_aircraft
2015-01-06_AA1670,2015-01-06,AA,1670,N3JWAA,ORD,BOS,14:00,0.5204,elevated,1,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Destination/network pattern: BOS (0.26); Weather pressure at origin (0.15),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",1.0,30.0,late_aircraft
2015-01-06_EV6123,2015-01-06,EV,6123,N26545,ORD,GSP,13:20,0.5203,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.13),Review carrier-controlled turnaround tasks and crew readiness.,1.0,16.0,none
2015-01-11_UA1171,2015-01-11,UA,1171,N78509,DEN,SFO,22:13,0.5202,elevated,1,Congested departure bank,Congested departure bank (0.59); Carrier operating pattern: UA (0.52); Weather pressure at origin (0.16),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",0.0,5.0,none
2015-01-06_NK219,2015-01-06,NK,219,N526NK,ORD,ATL,10:44,0.5202,elevated,1,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Carrier operating pattern: NK (0.23); Inbound Missing (0.15),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",1.0,28.0,nas
2015-01-11_OO6497,2015-01-11,OO,6497,N494CA,DEN,LIT,12:30,0.5202,elevated,1,Destination/network pattern: LIT,Destination/network pattern: LIT (0.72); Carrier operating pattern: OO (0.45); Weather pressure at origin (0.33),Review the flight with the duty controller and prepare a targeted recovery option.,0.0,2.0,none
2015-01-08_AA2224,2015-01-08,AA,2224,N434AA,ORD,LAS,09:25,0.5201,elevated,1,Late inbound aircraft cascade,Late inbound aircraft cascade (0.66); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.17),"Check inbound aircraft status, protect the turn, and consider an aircraft swap if the delay grows.",0.0,14.0,none
2015-01-11_UA1757,2015-01-11,UA,1757,N23707,ORD,SNA,16:55,0.5201,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Longer sector exposure (0.20),Review carrier-controlled turnaround tasks and crew readiness.,0.0,6.0,none
2015-01-11_OO6232,2015-01-11,OO,6232,N710SK,DEN,JAC,15:10,0.5201,elevated,1,Destination/network pattern: JAC,Destination/network pattern: JAC (0.73); Carrier operating pattern: OO (0.45); Weather pressure at origin (0.33),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,254.0,carrier
2015-01-09_B6312,2015-01-09,B6,312,N231JB,ORD,BOS,13:53,0.5201,elevated,1,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Destination/network pattern: BOS (0.26); Weather pressure at origin (0.21),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",1.0,164.0,carrier
2015-01-09_UA1444,2015-01-09,UA,1444,N28478,ORD,MCO,18:12,0.52,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Congested departure bank (0.31); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,1.0,86.0,carrier
2015-01-09_OO5599,2015-01-09,OO,5599,N905SW,DEN,MFR,19:47,0.52,elevated,1,Destination/network pattern: MFR,Destination/network pattern: MFR (0.49); Carrier operating pattern: OO (0.45); Congested departure bank (0.38),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,48.0,carrier
2015-01-07_OO5183,2015-01-07,OO,5183,N652BR,DEN,PSC,11:15,0.5197,elevated,1,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Weather pressure at origin (0.34); Destination/network pattern: PSC (0.22),Review carrier-controlled turnaround tasks and crew readiness.,0.0,0.0,nas
2015-01-06_AA154,2015-01-06,AA,154,N3KSAA,ORD,MCO,19:55,0.5197,elevated,1,Congested departure bank,Congested departure bank (0.38); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.16),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",1.0,19.0,none
2015-01-11_WN374,2015-01-11,WN,374,N8310C,DEN,BDL,18:00,0.5197,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.38); Congested departure bank (0.31),Review carrier-controlled turnaround tasks and crew readiness.,1.0,34.0,carrier
2015-01-11_EV6050,2015-01-11,EV,6050,N14543,ORD,DTW,14:15,0.5194,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29); Destination/network pattern: DTW (0.19),Review carrier-controlled turnaround tasks and crew readiness.,0.0,14.0,none
2015-01-09_F9300,2015-01-09,F9,300,N214FR,DEN,TPA,23:59,0.5193,elevated,1,Congested departure bank,Congested departure bank (0.65); Weather pressure at origin (0.25); Destination/network pattern: TPA (0.20),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",1.0,21.0,late_aircraft
2015-01-11_WN442,2015-01-11,WN,442,N446WN,DEN,SAN,21:15,0.5193,elevated,1,Congested departure bank,Congested departure bank (0.52); Carrier operating pattern: WN (0.47); Late inbound aircraft cascade (0.29),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",0.0,-5.0,none
2015-01-07_WN1701,2015-01-07,WN,1701,N601WN,DEN,ATL,15:05,0.5193,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Congested departure bank (0.11); Weather pressure at origin (0.10),Review carrier-controlled turnaround tasks and crew readiness.,1.0,62.0,late_aircraft
2015-01-05_UA1135,2015-01-05,UA,1135,N76502,ORD,MCO,09:30,0.5193,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Day Of Week (0.17),Review carrier-controlled turnaround tasks and crew readiness.,1.0,37.0,carrier
2015-01-09_WN371,2015-01-09,WN,371,N953WN,DEN,BUR,12:00,0.5192,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.43); Destination/network pattern: BUR (0.37),Review carrier-controlled turnaround tasks and crew readiness.,0.0,11.0,none
2015-01-10_EV5990,2015-01-10,EV,5990,N12540,ORD,LNK,12:10,0.5192,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29); Destination/network pattern: LNK (0.25),Review carrier-controlled turnaround tasks and crew readiness.,0.0,-2.0,none
2015-01-06_WN174,2015-01-06,WN,174,N258WN,DEN,OKC,19:30,0.5191,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Congested departure bank (0.38); Weather pressure at origin (0.30),Review carrier-controlled turnaround tasks and crew readiness.,0.0,13.0,none
2015-01-07_AA1459,2015-01-07,AA,1459,N3MBAA,ORD,SFO,18:15,0.519,elevated,1,Congested departure bank,Congested departure bank (0.31); Origin airport pattern: ORD (0.29); Longer sector exposure (0.23),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",0.0,-1.0,none
2015-01-09_AA1657,2015-01-09,AA,1657,N3HYAA,ORD,LAX,11:30,0.519,elevated,1,Late inbound aircraft cascade,Late inbound aircraft cascade (0.32); Origin airport pattern: ORD (0.29); Longer sector exposure (0.21),"Check inbound aircraft status, protect the turn, and consider an aircraft swap if the delay grows.",1.0,60.0,late_aircraft
2015-01-10_UA1135,2015-01-10,UA,1135,N68836,ORD,MCO,11:09,0.5189,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Late inbound aircraft cascade (0.52); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,0.0,0.0,none
2015-01-09_OO5169,2015-01-09,OO,5169,N923SW,ORD,CMH,16:02,0.5188,elevated,1,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Origin airport pattern: ORD (0.29); Congested departure bank (0.18),Review carrier-controlled turnaround tasks and crew readiness.,0.0,11.0,none
2015-01-05_UA469,2015-01-05,UA,469,N576UA,DEN,EWR,11:08,0.5186,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Longer sector exposure (0.18); Day Of Week (0.17),Review carrier-controlled turnaround tasks and crew readiness.,1.0,19.0,none
2015-01-06_EV3961,2015-01-06,EV,3961,N13955,ORD,TYS,18:16,0.5186,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Congested departure bank (0.31); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,1.0,74.0,carrier
2015-01-06_EV4473,2015-01-06,EV,4473,N16911,ORD,TVC,13:20,0.5186,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29); Late inbound aircraft cascade (0.16),Review carrier-controlled turnaround tasks and crew readiness.,0.0,10.0,late_aircraft
2015-01-07_NK976,2015-01-07,NK,976,N607NK,DEN,DTW,19:59,0.5185,elevated,1,Congested departure bank,Congested departure bank (0.38); Carrier operating pattern: NK (0.23); Destination/network pattern: DTW (0.19),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",1.0,67.0,nas
2015-01-05_UA848,2015-01-05,UA,848,N442UA,DEN,MSY,12:36,0.5184,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Day Of Week (0.17); Inbound Missing (0.15),Review carrier-controlled turnaround tasks and crew readiness.,1.0,58.0,carrier
2015-01-05_OO5475,2015-01-05,OO,5475,N224SW,DEN,RKS,22:00,0.5184,elevated,1,Congested departure bank,Congested departure bank (0.59); Carrier operating pattern: OO (0.45); Late inbound aircraft cascade (0.28),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",0.0,-1.0,none
2015-01-06_OO5424,2015-01-06,OO,5424,N479CA,DEN,HYS,17:30,0.5184,elevated,1,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Congested departure bank (0.24); Weather pressure at origin (0.24),Review carrier-controlled turnaround tasks and crew readiness.,0.0,8.0,none
2015-01-10_UA328,2015-01-10,UA,328,N212UA,DEN,HNL,11:30,0.5183,elevated,1,Longer sector exposure,Longer sector exposure (0.56); Carrier operating pattern: UA (0.52); Destination/network pattern: HNL (0.31),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,27.0,carrier
2015-01-07_EV4867,2015-01-07,EV,4867,N26545,ORD,ELM,13:36,0.5183,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.24),Review carrier-controlled turnaround tasks and crew readiness.,0.0,-6.0,none
